,Product Number,material,mfr_part_number,PLANT,item_category_group,SERIAL_NO_PROFILE
15394,SS056C,,,,,
15395,2TX25US,,,,,
15396,3AN85UC,,,,,
15397,SS043C,,,,,
15398,3FQ58US,,,,,
15399,SS403E,,,,,
15400,2XR31UC,,,,,
15401,SS058D,,,,,
15402,3DA96US,,,,,
15403,3AN97UC,,,,,
15404,3LJ33US,,,,,
15405,3FA72US,,,,,
15406,3HA53US,,,,,
15407,2KZ36A6,,,,,
15408,3BA76US,,,,,
15409,3BC97US,,,,,
15410,X9L90UP,,,,,
15411,2US05UP,,,,,
15412,3FG81UT,,,,,
15413,3JN79UP,,,,,
15414,2FR85A,,,,,
15415,SS059C,,,,,
15416,A988123,,,,,
15417,3FC39UC,,,,,
15418,3GE40US,,,,,
15419,1EF94EA,,,,,
15420,3CG81UC,,,,,
15421,ST688H,,,,,
15422,3FD73UC,,,,,
15423,ST684B,,,,,
15424,1ZR93LT,,,,,
15425,1UH03UAR,,,,,
15426,Y5E18AV,,,,,
15427,2HL90AA,,,,,
15428,1RL48US,,,,,
15429,2XG71US,,,,,
15430,Z5P19AA,,,,,
15431,2RH64LA,,,,,
15432,2EL37UC,,,,,
15433,2RH58LA,,,,,
15434,ST690D,,,,,
15435,2YB83UC,,,,,
15436,2ZU96AA,2ZU96AA,2ZU96AA,650,NORM,Z001
15437,3KX07UT,,,,,
15438,3MC85EP,,,,,
15439,2QY92EC,,,,,
15440,1KT96UAR,,,,,
15441,3QP19UC,,,,,
15442,3FE45US,,,,,
15443,3UT59US,,,,,
15444,3XQ20US,,,,,
15445,2SP80UAR,,,,,
15446,3DD10US,,,,,
15447,1KT70UAR,,,,,
15448,3XD00US,,,,,
15449,3VQ64US,,,,,
15450,3WE98US,,,,,
15451,2VE39UC,,,,,
15452,3XU01US,,,,,
15453,1KE45AW,,,,,
15454,3KW68US,,,,,
15455,2WK45AV,,,,,
15456,3UA71UP,,,,,
15457,3MS28UP,,,,,
15458,3DN07US,,,,,
15459,2KW19UAR,,,,,
15460,2XD72UP,,,,,
15461,3WE23US,,,,,
15462,1UA40U8,,,,,
15463,1NX29U8,,,,,
15464,3WN81US,,,,,
15465,3UC99UP,,,,,
15466,3RS02EP,,,,,
15467,2SG94AV,,,,,
15468,3PL44UP,,,,,
15469,3BF35LA,,,,,
15470,3RF82LP,,,,,
15471,3XV57US,,,,,
15472,3JR07EC,,,,,
15473,3SG93US,,,,,
15474,1CV18LP,,,,,
15475,1DW19US,,,,,
15476,3TU69US,,,,,
15477,2UM33US,,,,,
15478,3VU43US,,,,,
15479,3VL42US,,,,,
15480,Z5P07AA,,,,,
15481,Z5P10AA,,,,,
15482,2YJ37US,,,,,
15483,2RN21UT,,,,,
15484,2NM71UA,,,,,
15485,2PD42US,,,,,
15486,2PC93US,,,,,
15487,2UH39US,,,,,
15488,2SS98UT,,,,,
15489,3FB06US,,,,,
15490,3AP13UC,,,,,
15491,SS404G,,,,,
15492,3JR48US,,,,,
15493,2VT76UT,,,,,
15494,3AN54UC,,,,,
15495,1RH00UC,,,,,
15496,2ZD15US,,,,,
15497,2HJ66AA,,,,,
15498,2XM73UT,,,,,
15499,3EJ41US,,,,,
15500,2WZ15US,,,,,
15501,1ZR78LA,,,,,
15502,CR042C,,,,,
15503,2KP54US,,,,,
15504,2SS33UP,,,,,
15505,2EB45US,,,,,
15506,2ZV37UP,,,,,
15507,2ES31US,,,,,
15508,3FD16UC,,,,,
15509,3AH48PC,,,,,
15510,Z2E17UA,,,,,
15511,2WZ66UT,,,,,
15512,Z5P09AAR,,,,,
15513,2UA82US,,,,,
15514,3FA40US,,,,,
15515,2QX67UP,,,,,
15516,WEKO22DPWB2,,,,,
15517,Z5N93AA,,,,,
15518,3PE58UP,,,,,
15519,3JE09US,,,,,
15520,2NJ56US,,,,,
15521,3BT74US,,,,,
15522,2VM76UT,,,,,
15523,3CF70UP,,,,,
15524,2TK88UC,,,,,
15525,3ME97UC,,,,,
15526,3CW66UP,,,,,
15527,3LH89US,,,,,
15528,3AM93UC,,,,,
15529,2XU67US,,,,,
15530,2GA31US,,,,,
15531,Y6Y42EP,,,,,
15532,3RK93US,,,,,
15533,3AF75US,,,,,
15534,3EH53US,,,,,
15535,3FK31US,,,,,
15536,3FC99UC,,,,,
15537,2DH50US,,,,,
15538,2EK02UC,,,,,
15539,3MF49UC,,,,,
15540,2XS03EC,,,,,
15541,M7B00UP,,,,,
15542,1FH51A8,,,,,
15543,1VY40US,,,,,
15544,2UU67UP,,,,,
15545,3MM33US,,,,,
15546,3CH29UP,,,,,
15547,2UN54AV,,,,,
15548,2WZ59US,,,,,
15549,2FS17EP,,,,,
15550,3DC91UT,,,,,
15551,1GE54UP,,,,,
15552,1KV92UA,,,,,
15553,Y6Q75UP,,,,,
15554,2VN05UT,,,,,
15555,2FT30US,,,,,
15556,2ST58US,,,,,
15557,2NG57UP,,,,,
15558,2YY17US,,,,,
15559,2UV12US,,,,,
15560,1MM16UP,,,,,
15561,3CF68UP,,,,,
15562,3JR68UP,,,,,
15563,2WX51UT,,,,,
15564,A2W75AR,,,,,
15565,3DC83UT,,,,,
15566,W2R31UC,,,,,
15567,3AF74US,,,,,
15568,2NZ96US,,,,,
15569,3GN74US,,,,,
15570,2TC89US,,,,,
15571,3CF88UP,,,,,
15572,2BC38US,,,,,
15573,W4D59US,,,,,
15574,3KR37US,,,,,
15575,X8B09UP,,,,,
15576,3JK60US,,,,,
15577,2BG28UP,,,,,
15578,2SR33US,,,,,
15579,3GP96US,,,,,
15580,3LD43US,,,,,
15581,3EN97US,3EN97US#ABA,3EN97US#ABA,10,NORM,Z001
15582,3EN97US,3EN97US#ABA,3EN97US#ABA,80,NORM,Z001
15583,X2A89UP,,,,,
15584,2SR30US,,,,,
15585,2MC98UP,,,,,
15586,1GE46UA,,,,,
15587,SS042C,,,,,
15588,2KE22EP,,,,,
15589,2UA40UT,,,,,
15590,SS351A,,,,,
15591,W0B99US,,,,,
15592,2PE38UA,,,,,
15593,SS042E,,,,,
15594,2RE21PC,,,,,
15595,3PE78US,,,,,
15596,2NH25LT,,,,,
15597,3MN23US,,,,,
15598,1VK93UP,,,,,
15599,3FF00UP,,,,,
15600,3JR87US,,,,,
15601,3EJ14US,,,,,
15602,1UG32UAR,,,,,
15603,2WM68LA,,,,,
15604,X1F47UP,,,,,
15605,2YU59US,,,,,
15606,2VT87UP,,,,,
15607,2ZS20US,,,,,
15608,1PK92AA,,,,,
15609,2EJ60US,,,,,
15610,2KM45UP,,,,,
15611,2NV84EC,,,,,
15612,2FG79EP,,,,,
15613,2XH11UP,,,,,
15614,X7T74UAR,,,,,
15615,2YJ73US,,,,,
15616,2RY45UA,,,,,
15617,2CF36UP,,,,,
15618,2EK60UC,,,,,
15619,2SV81U8,,,,,
15620,2TE55US,,,,,
15621,2DM48UP,,,,,
15622,2VN71UT,,,,,
15623,2UR91US,,,,,
15624,2VN33UT,,,,,
15625,1MS92UP,,,,,
15626,2XS63UC,,,,,
15627,2XX74UT,,,,,
15628,1ED10AV,,,,,
15629,2NY23US,,,,,
15630,Z5N98AA,,,,,
15631,1NL41UTR,,,,,
15632,3MQ17US,,,,,
15633,1KZ84US,,,,,
15634,1UH08UAR,,,,,
15635,1UH09UAR,,,,,
15636,2CF33UP,,,,,
15637,X9R34EC,,,,,
15638,Y9J45US,,,,,
15639,V6G89EC,,,,,
15640,1FQ17UC,,,,,
15641,2TU99UC,,,,,
15642,3MM52US,,,,,
15643,3LD05US,,,,,
15644,3KW96UP,,,,,
15645,3GY57US,,,,,
15646,858635R-999,,,,,
15647,2ZQ72EP,,,,,
15648,Z5R06UP,,,,,
15649,3FT92US,,,,,
15650,3NA21US,,,,,
15651,2EL39UC,,,,,
15652,W0C72US,,,,,
15653,2DQ75UAR,,,,,
15654,2DV98UAR,,,,,
15655,2DS88UAR,,,,,
15656,2SV57UP,,,,,
15657,W0P71EP,,,,,
15658,3FJ82UP,,,,,
15659,2XU61LA,,,,,
15660,X8Y88US,,,,,
15661,2TZ13US,,,,,
15662,2PB48UP,,,,,
15663,2VW36EP,,,,,
15664,1EJ27AAR,,,,,
15665,1BJ47US,,,,,
15666,3LN44US,,,,,
15667,3PN43US,,,,,
15668,2TH80UC,,,,,
15669,2XV00US,,,,,
15670,Y6E98UC,,,,,
15671,2SU59UP,,,,,
15672,2NZ33EP,,,,,
15673,Y0L03EC,,,,,
15674,3LN17UP,,,,,
15675,3CP26US,,,,,
15676,3FG77EP,,,,,
15677,X8T74UC,,,,,
15678,2XQ03EC,,,,,
15679,3KW98UP,,,,,
15680,2SU69US,,,,,
15681,P7J13UC,,,,,
15682,2TH79UC,,,,,
15683,3AN91UC,,,,,
15684,2XG97US,,,,,
15685,2ET32UP,,,,,
15686,L4W89A,,,,,
15687,N0Q51EC,,,,,
15688,X7U89UAR,,,,,
15689,Z8W42UC,,,,,
15690,2TZ64UAR,,,,,
15691,M7P97UC,,,,,
15692,2SV07US,,,,,
15693,1QL03UP,,,,,
15694,3AK09US,,,,,
15695,3MJ83UP,,,,,
15696,1PW63US,,,,,
15697,1KB99UTR,,,,,
15698,1KU46UAR,,,,,
15699,2NA14US,,,,,
15700,SS038F,,,,,
15701,1YP96EC,,,,,
15702,3GP95US,,,,,
15703,2ST36PP,,,,,
15704,1KV38UAR,,,,,
15705,1BR29UP,,,,,
15706,1CA83AA,,,,,
15707,1CA86AA,,,,,
15708,1LS74US,,,,,
15709,2CH58UP,,,,,
15710,2GC02US,,,,,
15711,2GT49US,,,,,
15712,2KQ74PA,2KQ74PA,2KQ74PA,650,NORM,Z001
15713,2MX84EC,,,,,
15714,A1X77AA,,,,,
15715,A1X78AA,,,,,
15716,BM476AA,,,,,
15717,BW868AA,,,,,
15718,D3Q23A,,,,,
15719,D9Z51AA,,,,,
15720,D9Z52AA,D9Z52AAABA,D9Z52AA     ABA,10,ZWAR,Z002
15721,E1Q93AA,,,,,
15722,E6P34AA,,,,,
15723,FK184AA,,,,,
15724,FK224AA,,,,,
15725,FK225AA,,,,,
15726,G6U79AA,,,,,
15727,G8X92AA,,,,,
15728,J9V87A,,,,,
15729,K9P89UC,,,,,
15730,L3N74AA,,,,,
15731,L8K84AA,,,,,
15732,LL543AA,,,,,
15733,M1F94AA,,,,,
15734,2SC34US,,,,,
15735,1LD53UP,,,,,
15736,2RX34US,,,,,
15737,2VK52UP,,,,,
15738,2MM28UP,2MM28UP#AB4,2MM28UP#AB4,610,NORM,Z001
15739,X1D35UP,,,,,
15740,2RN51US,,,,,
15741,2PD10UP,,,,,
15742,2TB99UT,,,,,
15743,2QZ99US,,,,,
15744,1NT81UAR,,,,,
15745,2SU89US,,,,,
15746,3LD00US,,,,,
15747,Y1A47EC,,,,,
15748,1NL85LT,,,,,
15749,1BS34UTR,,,,,
15750,2FB83US,,,,,
15751,2SV69UP,,,,,
15752,3EU86UP,,,,,
15753,Y1U50EC,,,,,
15754,3FE04UC,,,,,
15755,3EN65UP,,,,,
15756,2MH20UP,,,,,
15757,2SS01US,,,,,
15758,2SB45US,,,,,
15759,3FJ33UP,,,,,
15760,2NZ97US,,,,,
15761,2VN61UA,,,,,
15762,1DS69EC,,,,,
15763,3GE47UP,,,,,
15764,3PF05UP,,,,,
15765,2SB69US,,,,,
15766,2NU03UP,,,,,
15767,1RF71UC,,,,,
15768,1GU34EA,,,,,
15769,3BE95LA,,,,,
15770,3LL42UP,,,,,
15771,3AN44UC,,,,,
15772,Y0E39UP,,,,,
15773,3FT79US,,,,,
15774,W5N63UP,,,,,
15775,X2C21UP,,,,,
15776,3KA17US,,,,,
15777,X1D71UP,,,,,
15778,2NE09UP,,,,,
15779,3BZ15UP,,,,,
15780,2EX21US,,,,,
15781,2HS78US,,,,,
15782,Z2D89UP,,,,,
15783,2TB04US,,,,,
15784,2XG03US,,,,,
15785,X6F89AAR,,,,,
15786,2XL23US,,,,,
15787,X2C44UP,,,,,
15788,3QB28UP,,,,,
15789,2WT26UC,,,,,
15790,2NF14US,,,,,
15791,2ZK43UP,,,,,
15792,1KV05UAR,,,,,
15793,3HA34US,,,,,
15794,3MJ71US,,,,,
15795,2DJ60UP,,,,,
15796,SS048E,,,,,
15797,1BT00UTR,,,,,
15798,2TD77US,,,,,
15799,3FJ29UP,,,,,
15800,2UA36UT,,,,,
15801,2ZD11US,,,,,
15802,X3U57AV,,,,,
15803,Z5P28AA,,,,,
15804,3FC27UC,,,,,
15805,2XH46US,,,,,
15806,Z5N53AA,,,,,
15807,3DZ79UP,,,,,
15808,3MQ58US,,,,,
15809,3JM76EP,,,,,
15810,V6E08AV,,,,,
15811,3BL85US,,,,,
15812,3BZ46EP,,,,,
15813,2NY74UP,,,,,
15814,2MZ30UC,,,,,
15815,904692R-999,,,,,
15816,2ZA17UP,,,,,
15817,3KR88US,,,,,
15818,2LY85US,,,,,
15819,2LQ80UP,,,,,
15820,2RY26EP,,,,,
15821,2FR86A,,,,,
15822,2FA64AV,,,,,
15823,2NA97UP,,,,,
15824,3JN36UP,,,,,
15825,3DD08UP,,,,,
15826,3KL29US,,,,,
15827,W5M81UP,,,,,
15828,X4B34AV,,,,,
15829,2MM67UP,,,,,
15830,2XL14US,,,,,
15831,3MK80US,,,,,
15832,X9T85UTR,,,,,
15833,W8D72UP,,,,,
15834,3CL90UC,,,,,
15835,V0R54EC,,,,,
15836,2TV15PC,,,,,
15837,3BB33US,,,,,
15838,3CG22UP,,,,,
15839,2XD18UP,,,,,
15840,Z4A21EC,,,,,
15841,3MD13US,,,,,
15842,2KW07UAR,,,,,
15843,3DC92UP,,,,,
15844,2HJ55AA,,,,,
15845,2NC62AA,,,,,
15846,3CG00UP,,,,,
15847,2JB38US,,,,,
15848,1KU08UAR,,,,,
15849,Y1P25EC,,,,,
15850,2FT06US,,,,,
15851,3PH15US,,,,,
15852,3MD05US,,,,,
15853,2UH84PC,,,,,
15854,3PF12US,,,,,
15855,2MZ62US,,,,,
15856,X3F49UC,,,,,
15857,2DX76US,,,,,
15858,V1D39UC,,,,,
15859,W4R17UC,,,,,
15860,Z5P10AAR,,,,,
15861,2ST55PP,,,,,
15862,2SZ80EP,2SZ80EP,2SZ80EP,610,NORM,Z001
15863,2TA54EP,,,,,
15864,2VH91EC,,,,,
15865,2WP08EP,,,,,
15866,2XU48EP,,,,,
15867,2XX64EP,,,,,
15868,2YZ29EP,,,,,
15869,X3F12UC,,,,,
15870,X7P31EP,,,,,
15871,Y0L21EC,,,,,
15872,1EJ33AV,,,,,
15873,1EP79EA,,,,,
15874,1LR32AV,,,,,
15875,1LR90AV,,,,,
15876,2DH77AT,,,,,
15877,2DH79AA,2DH79AA,2DH79AA,650,NORM,Z001
15878,2FZ05AV,,,,,
15879,2FZ11AV,,,,,
15880,2ND51EC,,,,,
15881,2NZ70PC,,,,,
15882,2QV70UC,,,,,
15883,2KZ68UC,,,,,
15884,2LA20UC,,,,,
15885,2LH14US,,,,,
15886,2LU94UAR,,,,,
15887,2LU95UAR,,,,,
15888,2LU96UAR,,,,,
15889,2LU99UAR,,,,,
15890,2LV00UAR,,,,,
15891,2LV24UA,,,,,
15892,2LV74US,,,,,
15893,2LX21US,,,,,
15894,2LX38UP,,,,,
15895,2LY92US,,,,,
15896,2LZ87US,,,,,
15897,2MU38US,,,,,
15898,2MU39US,,,,,
15899,2MW31UAR,,,,,
15900,2MW34UAR,,,,,
15901,2MW35UAR,,,,,
15902,2MW36UAR,,,,,
15903,2MW37UAR,,,,,
15904,2MW38UAR,,,,,
15905,2MW39UAR,,,,,
15906,2NE96US,,,,,
15907,2NJ49US,,,,,
15908,2NM70UAR,,,,,
15909,2NV91UAR,,,,,
15910,2NX00US,,,,,
15911,2PA24US,,,,,
15912,2PA86UP,,,,,
15913,2PD37A8,,,,,
15914,2PE20UAR,,,,,
15915,2PE33UAR,,,,,
15916,2PE35UAR,,,,,
15917,2QD05US,,,,,
15918,2QV58UC,,,,,
15919,2QX29US,,,,,
15920,2RH79LA,,,,,
15921,2SA47US,,,,,
15922,2SB28US,,,,,
15923,2SS17UAR,,,,,
15924,2SS18UAR,,,,,
15925,2SS19UAR,,,,,
15926,2SS21UA,,,,,
15927,2SS22UAR,,,,,
15928,2SS23UAR,,,,,
15929,2ST20US,,,,,
15930,2SW86UAR,,,,,
15931,2TA39UP,,,,,
15932,2TG69US,,,,,
15933,2TH75UC,,,,,
15934,2TU97US,,,,,
15935,2TY32UAR,,,,,
15936,2TZ55UAR,,,,,
15937,2TZ57UAR,,,,,
15938,2TZ62UAR,,,,,
15939,2TZ63UAR,,,,,
15940,2TZ71UAR,,,,,
15941,2TZ72UAR,,,,,
15942,2UC68US,,,,,
15943,2UE54UAR,,,,,
15944,2UF05US,,,,,
15945,2UH53UA,,,,,
15946,2UV51US,,,,,
15947,2VD21US,,,,,
15948,2VD47US,,,,,
15949,2VU42US,,,,,
15950,2WM11US,,,,,
15951,2WM43LA,,,,,
15952,2WM95US,,,,,
15953,2WN55US,,,,,
15954,2WN85US,,,,,
15955,2WV14US,,,,,
15956,2WW05LA,,,,,
15957,2WZ52UP,,,,,
15958,2XD17UP,,,,,
15959,2XD68UP,,,,,
15960,2XG37US,,,,,
15961,2XG64US,,,,,
15962,2XL45UP,,,,,
15963,2YD93US,,,,,
15964,2YJ97US,,,,,
15965,2YS39US,,,,,
15966,2YU95US,,,,,
15967,2YW23UT,,,,,
15968,2ZL24US,,,,,
15969,2ZV00AT,,,,,
15970,2ZV01AT,,,,,
15971,2ZV40UP,,,,,
15972,3AF59US,,,,,
15973,3AK13US,,,,,
15974,3AL60UP,,,,,
15975,3AN46UC,,,,,
15976,3AP19UC,,,,,
15977,3AQ99UP,,,,,
15978,3AR07US,,,,,
15979,3AR27US,,,,,
15980,3AW62UP,,,,,
15981,3BG75UT,,,,,
15982,3BG77UA,,,,,
15983,3BG77UT,,,,,
15984,3BG79UT,,,,,
15985,3BG87US,,,,,
15986,3BH02UT,,,,,
15987,3BH19US,,,,,
15988,2HJ45AA,,,,,
15989,2TL04UC,,,,,
15990,2ER93EP,,,,,
15991,3FE47US,,,,,
15992,2NL36AA,,,,,
15993,X2C36UP,,,,,
15994,2HU67US,,,,,
15995,3EU32UT,,,,,
15996,2XG23PA,,,,,
15997,2ZD72PP,,,,,
15998,3CQ75UT,,,,,
15999,3EU41UT,,,,,
16000,Z8J67US,,,,,
16001,2WX29US,,,,,
16002,Z8V23UC,,,,,
16003,2SV89U8R,,,,,
16004,2FY65UP,,,,,
16005,3JN92US,,,,,
16006,1TW74PA,,,,,
16007,1EV41EA,,,,,
16008,2QY21EC,,,,,
16009,2SA13EC,,,,,
16010,3HZ07US,,,,,
16011,1VR38UC,,,,,
16012,ST686H,,,,,
16013,1UF54UP,,,,,
16014,1EV44EA,,,,,
16015,2HF38UC,,,,,
16016,3FE67US,,,,,
16017,3FQ43UP,,,,,
16018,1XK16EC,,,,,
16019,SS372C,,,,,
16020,3GL44US,,,,,
16021,3FJ51US,,,,,
16022,2TX57PC,,,,,
16023,W8E51UP,,,,,
16024,2XX76PC,,,,,
16025,2TD46EP,,,,,
16026,2KM33UP,,,,,
16027,3JC69US,,,,,
16028,2XH14UP,,,,,
16029,3AT19UP,,,,,
16030,3JR78UP,,,,,
16031,J7Z06A,,,,,
16032,2WX25US,,,,,
16033,3FA73US,,,,,
16034,2YG10US,,,,,
16035,3GQ81US,,,,,
16036,2XF58PC,,,,,
16037,3CR25UP,,,,,
16038,3AU35UC,,,,,
16039,3CG03UC,,,,,
16040,3GZ26UP,,,,,
16041,V8L26US,,,,,
16042,2SP67UA,,,,,
16043,2MW09EC,,,,,
16044,3DA74US,,,,,
16045,3AV08UP,,,,,
16046,1JZ30US,,,,,
16047,1PP59UC,,,,,
16048,2XM87UT,,,,,
16049,2XL46PC,,,,,
16050,3FT65US,,,,,
16051,3HA25US,,,,,
16052,3DS14EP,,,,,
16053,2UN10LP,,,,,
16054,W8J94EC,,,,,
16055,2YV15UP,,,,,
16056,2YD83US,,,,,
16057,2KQ69PA,,,,,
16058,3CQ10UT,,,,,
16059,2QX99EC,,,,,
16060,1VF07EC,,,,,
16061,1VS26UC,,,,,
16062,2SP98UA,,,,,
16063,2KW12UAR,,,,,
16064,2XP39PA,,,,,
16065,2KU96US,,,,,
16066,3AN58UC,,,,,
16067,1EF85EA,,,,,
16068,2LH78US,,,,,
16069,1DH89PA,,,,,
16070,1KT38UAR,,,,,
16071,2HC70US,,,,,
16072,3FG90UP,,,,,
16073,2XR71EP,,,,,
16074,2TX27US,,,,,
16075,2TK64UC,,,,,
16076,3DD52PC,,,,,
16077,2VM19US,,,,,
16078,3AP04UC,,,,,
16079,3FQ78US,,,,,
16080,2ZS22US,,,,,
16081,1EV45EA,,,,,
16082,3FG32US,,,,,
16083,2VB37UP,,,,,
16084,2UE46UT,,,,,
16085,1LT05UP,,,,,
16086,2GX78LA,,,,,
16087,3BZ32US,,,,,
16088,1QL44EP,,,,,
16089,1EJ35AV,,,,,
16090,2TG03US,,,,,
16091,1DS70EC,,,,,
16092,3GK57UP,,,,,
16093,3EM68US,,,,,
16094,2CH42UP,,,,,
16095,2RN53PP,,,,,
16096,2ZB69US,,,,,
16097,1UN81UP,,,,,
16098,1PY13US,,,,,
16099,1WU34U8,,,,,
16100,2RY58AV,,,,,
16101,2SP16US,,,,,
16102,2VE38EP,,,,,
16103,2RH83LA,,,,,
16104,2QW02UC,,,,,
16105,3FG53UP,,,,,
16106,2QZ02EC,,,,,
16107,2LX17UP,,,,,
16108,3JR36US,,,,,
16109,X2C19UP,,,,,
16110,SS217A,,,,,
16111,3AS43UP,,,,,
16112,2UJ19US,,,,,
16113,2UN95UT,,,,,
16114,3FR03US,,,,,
16115,Z5N04AAR,,,,,
16116,1GG07UTR,,,,,
16117,3AK53UP,,,,,
16118,V7C31UC,,,,,
16119,2NU29UP,,,,,
16120,858493R-999,,,,,
16121,1FY71UTR,,,,,
16122,SS229G,,,,,
16123,2LB27EC,,,,,
16124,2KW06UAR,,,,,
16125,3AY27UC,,,,,
16126,SS368F,,,,,
16127,2KV93UAR,,,,,
16128,2RH04EP,,,,,
16129,SS360C,,,,,
16130,1FY79UTR,,,,,
16131,1JF71UTR,,,,,
16132,1MM32UT,,,,,
16133,2KV97UAR,,,,,
16134,1LR33AV,,,,,
16135,Z5L82AAR,,,,,
16136,919078R-999,,,,,
16137,2KV90UAR,,,,,
16138,2NA65EP,,,,,
16139,SS205H,,,,,
16140,1FY88UTR,,,,,
16141,3FG54UP,,,,,
16142,1UG29UAR,,,,,
16143,1KT33UAR,,,,,
16144,1JF73UTR,,,,,
16145,SS207B,,,,,
16146,2NE61LP,,,,,
16147,1FY55UTR,,,,,
16148,1EV28EA,,,,,
16149,1KS74UAR,,,,,
16150,2TX11UC,,,,,
16151,3AN59UC,,,,,
16152,3MM73US,,,,,
16153,2JF79UP,,,,,
16154,Z5P57AA,,,,,
16155,3MF57UC,,,,,
16156,M0P45B,,,,,
16157,Z5P59AA,,,,,
16158,3JJ44UT,,,,,
16159,Z5P55AA,,,,,
16160,2DW90UP,,,,,
16161,P5Q58AA,P5Q58AA-HPE,P5Q58AA,650,NORM,Z002
16162,P5Q58AA,P5Q58AA-NEW,P5Q58AA-NEW,10,NORM,Z002
16163,P5Q58AA,P5Q58AA1-HPE,P5Q58AA,660,NORM,Z002
16164,3KS12UP,,,,,
16165,Z5P61AA,,,,,
16166,3KN00UP,,,,,
16167,3KV91US,,,,,
16168,3FG74UT,,,,,
16169,3BS84US,,,,,
16170,2TX49UC,,,,,
16171,CZ309B,,,,,
16172,3GR73US,,,,,
16173,3JM48US,,,,,
16174,L1H71B,,,,,
16175,3GP14UP,,,,,
16176,Z5P56AA,,,,,
16177,2HF39UC,,,,,
16178,Z5P58AA,,,,,
16179,3JN02UP,,,,,
16180,2CD74US,,,,,
16181,3FD70UC,,,,,
16182,1QU38UP,,,,,
16183,3AN08UC,,,,,
16184,Z5P53AA,,,,,
16185,3CF64UP,,,,,
16186,Z5P54AA,,,,,
16187,M4B77A9,,,,,
16188,2XS97UC,,,,,
16189,2ER47AV,,,,,
16190,Z5P60AA,,,,,
16191,2WX50UT,,,,,
16192,3CX96US,,,,,
16193,Y6Q27UP,,,,,
16194,2TJ46UC,,,,,
16195,2TV08US,,,,,
16196,3FD71UC,,,,,
16197,3GD68UP,,,,,
16198,3LD30UP,,,,,
16199,2TG73UP,,,,,
16200,2HJ58AA,,,,,
16201,2XU90US,,,,,
16202,CX102AR,,,,,
16203,3GE37US,,,,,
16204,3AN52UC,,,,,
16205,3JC43UP,,,,,
16206,2DE94UP,,,,,
16207,3FD00UC,,,,,
16208,2MZ64US,,,,,
16209,3LD24UP,,,,,
16210,3JC60UP,,,,,
16211,3FE59US,,,,,
16212,3BF10LA,,,,,
16213,2TK06UC,,,,,
16214,3GR91US,,,,,
16215,3FT42US,,,,,
16216,3FH24US,,,,,
16217,3QB53US,,,,,
16218,3KQ01US,3KQ01US#ABA,3KQ01US#ABA,10,NORM,Z001
16219,3KQ01US,3KQ01US#ABA,3KQ01US#ABA,80,NORM,Z001
16220,1TS33US,,,,,
16221,2TK58UC,,,,,
16222,3KP37UP,,,,,
16223,2RW86US,,,,,
16224,3JR52UP,,,,,
16225,2XK71US,,,,,
16226,2LA52UC,,,,,
16227,3NV37US,,,,,
16228,3JR27UP,,,,,
16229,3DD06US,,,,,
16230,3CW93US,,,,,
16231,3BT45US,,,,,
16232,1KV90UAR,,,,,
16233,1LH39A,,,,,
16234,2LY08US,,,,,
16235,2TK78UC,,,,,
16236,SS272H,,,,,
16237,3KA20US,,,,,
16238,J7Z12A,,,,,
16239,2HG12UP,,,,,
16240,3QB33US,,,,,
16241,3PP52UA,,,,,
16242,P7K62UC,,,,,
16243,3GY42UA,,,,,
16244,2QY91EC,,,,,
16245,3TS44UC,,,,,
16246,3BF46US,,,,,
16247,2FU10AA,,,,,
16248,3QL21UC,,,,,
16249,3UH83UC,,,,,
16250,3RS19UT,,,,,
16251,3NU58UT,,,,,
16252,3FD08UC,,,,,
16253,3FC07UC,,,,,
16254,X3B46AA,,,,,
16255,2FA68AV,,,,,
16256,3MG10UC,,,,,
16257,3RS14UT,,,,,
16258,3XP50UP,,,,,
16259,2TA76UP,,,,,
16260,3CG57UC,,,,,
16261,3RF12UT,,,,,
16262,3UJ74UC,,,,,
16263,3MH03UC,,,,,
16264,3NU64UT,,,,,
16265,3GL28UP,,,,,
16266,W2P78PP,,,,,
16267,3LD14US,,,,,
16268,3PP82UA,,,,,
16269,2FV61UC,,,,,
16270,3SW63UC,,,,,
16271,V1R16A,,,,,
16272,3UT30US,,,,,
16273,3GE13US,,,,,
16274,K0Q16A,,,,,
16275,3XE51US,,,,,
16276,3UZ95UT,,,,,
16277,3AP00UC,,,,,
16278,2ZB61US,,,,,
16279,3PF91US,,,,,
16280,1JS08A8,,,,,
16281,2TU48US,,,,,
16282,1EJ38AV,,,,,
16283,ST693D,,,,,
16284,3XK24US,,,,,
16285,3UD59US,,,,,
16286,3GY45UA,,,,,
16287,3MH45UP,,,,,
16288,3RF15UT,,,,,
16289,1GY94A,,,,,
16290,2ZW70UP,,,,,
16291,3FD29UC,,,,,
16292,3UA34US,,,,,
16293,3RF09UT,,,,,
16294,3UM75US,,,,,
16295,3XK45US,,,,,
16296,3SS00US,,,,,
16297,F2231AA,,,,,
16298,2WJ21US,,,,,
16299,3UF13US,,,,,
16300,3MG19UC,,,,,
16301,2FZ80AV,,,,,
16302,3FQ34EP,,,,,
16303,V7C39UC,,,,,
16304,3AU20UC,,,,,
16305,3UT54UA,,,,,
16306,3UT58UA,,,,,
16307,3MC66PA,,,,,
16308,3RS16UT,,,,,
16309,3CZ93UP,,,,,
