,Product Number,material,mfr_part_number,PLANT,item_category_group,SERIAL_NO_PROFILE
8410,1AL73PA,,,,,
8411,Y8H70PA,Y8H70PA,Y8H70PA,660,NORM,Z001
8412,N8M23PA,,,,,
8413,G9F06AT,,,,,
8414,X0T08PA,,,,,
8415,H0Y72EC,,,,,
8416,M5H11UT,,,,,
8417,X1B87EP,,,,,
8418,W6W58EC,,,,,
8419,X3S84LT,,,,,
8420,K7X62AA,,,,,
8421,N1U84AA,,,,,
8422,K8P10LA,,,,,
8423,V6H78EC,,,,,
8424,W6W08EC,,,,,
8425,X8Q14PA,,,,,
8426,X0G90PA,,,,,
8427,T1X90US,,,,,
8428,CV136A,,,,,
8429,N4G35PA,,,,,
8430,V0Q91EC,,,,,
8431,X0G80PA,,,,,
8432,F4H56LA,,,,,
8433,F5A56AA,,,,,
8434,Y8H69PA,Y8H69PA,Y8H69PA,660,NORM,Z001
8435,P6M76PA,,,,,
8436,G6F30AA,,,,,
8437,V1J14PT,,,,,
8438,X9K00PA,,,,,
8439,L4A03UT,,,,,
8440,T3L14UT,,,,,
8441,W7C62PT,,,,,
8442,V6H62EC,,,,,
8443,X0G81PA,,,,,
8444,P3R96AW,,,,,
8445,A6B85AA,,,,,
8446,1AM04PA,,,,,
8447,W5X02LT,,,,,
8448,L2J95AA,,,,,
8449,B0L55AA,,,,,
8450,T9G69PA,,,,,
8451,K8P09LA,,,,,
8452,G6F24AA,,,,,
8453,J7Y74AA,,,,,
8454,D7Q14A4,,,,,
8455,K4Z84AA,K4Z84AA,K4Z84AA,610,NORM,Z001
8456,M6V67AA,,,,,
8457,P0E33LA,,,,,
8458,N4U89AA,,,,,
8459,K7X13A,,,,,
8460,W9D97UP,,,,,
8461,K8P04LA,,,,,
8462,M5Z26UP,,,,,
8463,V2V56UA,,,,,
8464,M6V66AA,,,,,
8465,K1M38A7,,,,,
8466,M1N98AAR,,,,,
8467,P0D79LA,,,,,
8468,K4M17UT,,,,,
8469,M5H12UT,,,,,
8470,M9U94PA,,,,,
8471,G5F94AW,,,,,
8472,CN463A,,,,,
8473,M1P02AAR,,,,,
8474,F5A57AA,,,,,
8475,T9S27PA,,,,,
8476,CF274A,,,,,
8477,P0B78UT,,,,,
8478,L9M06LA,,,,,
8479,E4S07AA,,,,,
8480,1AF79UAR,,,,,
8481,1LA51UT,,,,,
8482,1GR36LA,,,,,
8483,W5W66UA,,,,,
8484,Y0L01EC,,,,,
8485,Z8L98UP,,,,,
8486,V6H47EC,,,,,
8487,W3X98UC,,,,,
8488,Z2U62AV,,,,,
8489,X9U32UA,,,,,
8490,J8J66A,,,,,
8491,M7Q13UC,,,,,
8492,V2U51UP,,,,,
8493,1CU19UP,,,,,
8494,X9C39US,,,,,
8495,W4Q39UC,,,,,
8496,X1M51US,,,,,
8497,W4S66UC,,,,,
8498,1XJ40UC,,,,,
8499,Z5T76UP,,,,,
8500,W9E43UP,,,,,
8501,1MF66UAR,,,,,
8502,X6A59AA,,,,,
8503,X9V66LT,,,,,
8504,1KU16UA,,,,,
8505,1HY11UP,,,,,
8506,Z4Z22UAR,,,,,
8507,1HT58PA,,,,,
8508,Z3Q41EP,,,,,
8509,Y3Q32UC,,,,,
8510,1LC37UC,,,,,
8511,1KC44LT,,,,,
8512,V2U65UP,,,,,
8513,Z2G81UT,,,,,
8514,1ZV94US,,,,,
8515,2FB81US,,,,,
8516,2ER79UP,,,,,
8517,Z5L74AAR,,,,,
8518,X6W16AAR,,,,,
8519,W8F69UP,,,,,
8520,1WT82US,,,,,
8521,1KC71US,,,,,
8522,1GF01UT,,,,,
8523,1JG48UP,,,,,
8524,1MF64UAR,,,,,
8525,1UB32US,,,,,
8526,1ND78ET,,,,,
8527,2FJ84UP,,,,,
8528,1BG14UP,,,,,
8529,1LG48UC,,,,,
8530,1YP72EC,,,,,
8531,X1V25UC,,,,,
8532,Z9L33US,,,,,
8533,X4J19AV,,,,,
8534,1EE34EA,,,,,
8535,1HL47AW,,,,,
8536,X5Z58AA,,,,,
8537,Z9F99AA,,,,,
8538,X5L71US,,,,,
8539,Z4T77UP,,,,,
8540,1NW55UT,,,,,
8541,1NU77PA,,,,,
8542,X6G44AAR,,,,,
8543,1FU45AW,1FU45AW,1FU45AW,610,NORM,Z001
8544,1AJ23US,,,,,
8545,Z6P96US,,,,,
8546,W3X88UC,,,,,
8547,Z2A13LP,,,,,
8548,X4J17AV,,,,,
8549,V8W18UP,,,,,
8550,V9B19AA,,,,,
8551,1FD87US,,,,,
8552,1BF84US,,,,,
8553,X4A56UC,,,,,
8554,1AF29PP,,,,,
8555,1BS13UT,,,,,
8556,W9E70UP,,,,,
8557,1AE82PP,,,,,
8558,Z2H16UP,,,,,
8559,1XJ80UP,,,,,
8560,1KU07UA,,,,,
8561,Z5M70AA,,,,,
8562,W2R38UC,,,,,
8563,T6B35EC,,,,,
8564,1UD08US,,,,,
8565,1LU18AW,,,,,
8566,1BP93UAR,,,,,
8567,1DC30UP,,,,,
8568,1CU48UP,,,,,
8569,Z0A73A8,,,,,
8570,2FX74US,,,,,
8571,1BQ06UAR,,,,,
8572,Z9K34UP,,,,,
8573,X6F64AAR,,,,,
8574,1GH15LT,,,,,
8575,W7D66UAR,,,,,
8576,1NC59PC,,,,,
8577,X6F75AAR,,,,,
8578,Z6Q46US,,,,,
8579,X0J69UAR,,,,,
8580,1AJ64AW,,,,,
8581,G3Q60AR,,,,,
8582,T7X01EC,,,,,
8583,1AG20EC,,,,,
8584,Z9V42US,,,,,
8585,1ZV77US,,,,,
8586,W5T57AV,,,,,
8587,1ZW14LA,,,,,
8588,1MP79US,,,,,
8589,1QV69US,,,,,
8590,Z4Z25UAR,,,,,
8591,1KU99UA,,,,,
8592,Z8N16US,,,,,
8593,1KU15UA,,,,,
8594,1FQ05UC,,,,,
8595,Y2N41UP,,,,,
8596,2FD95US,,,,,
8597,1EU68EA,,,,,
8598,W2R28UC,,,,,
8599,1BQ08UAR,,,,,
8600,W8K45EP,,,,,
8601,T9C18US,,,,,
8602,1DS68EC,,,,,
8603,1CV74UT,,,,,
8604,V8W82UP,,,,,
8605,2BC76US,,,,,
8606,N5S77UA,,,,,
8607,1LN88UC,,,,,
8608,X8C30US,,,,,
8609,X8C56US,,,,,
8610,X8G22UP,,,,,
8611,X8H19UP,,,,,
8612,X8T63AV,,,,,
8613,X8U19UC,,,,,
8614,X8W76UC,,,,,
8615,X8X72UC,,,,,
8616,X8Y68US,,,,,
8617,X9L58US,,,,,
8618,X9L99US,,,,,
8619,X9N67US,,,,,
8620,X9T86UT,,,,,
8621,X9T88UT,,,,,
8622,X9V22UT,,,,,
8623,Y0D49UP,,,,,
8624,Y0E94UP,,,,,
8625,Y0H38UA,,,,,
8626,Y0H44A,,,,,
8627,Y1A70EC,,,,,
8628,Y1A72EP,,,,,
8629,Y1U38EC,,,,,
8630,Y1W19US,,,,,
8631,Y1W71US,,,,,
8632,Y2A94US,,,,,
8633,Y2B96US,,,,,
8634,Y2D42US,,,,,
8635,Y2M71UP,,,,,
8636,Y2R58UC,,,,,
8637,Y2S29UP,,,,,
8638,Y3A10AV,,,,,
8639,Y3E02AV,,,,,
8640,Y3E03AV,,,,,
8641,Y3M95EC,,,,,
8642,Y3Q68UC,,,,,
8643,Y3Q80UC,,,,,
8644,Y3Q83UC,,,,,
8645,Y3R06UC,,,,,
8646,Y3R66UC,,,,,
8647,Y3S20UC,,,,,
8648,Y3S33UC,,,,,
8649,Y3S65UC,,,,,
8650,Y3T17UC,,,,,
8651,Y3T25UC,,,,,
8652,Y3T29UC,,,,,
8653,Y3T38UC,,,,,
8654,Y3T47UC,,,,,
8655,Y4A48AV,,,,,
8656,Y4T06UA,,,,,
8657,Y4Y51US,,,,,
8658,Y4Z08US,,,,,
8659,Y5D89US,,,,,
8660,Y5Q74UT,,,,,
8661,Y6C49US,,,,,
8662,Y6K61AV,,,,,
8663,Y6Q07UP,,,,,
8664,Y6S46UP,,,,,
8665,Y6T63UC,,,,,
8666,Y6T93UP,,,,,
8667,Y6T94UP,,,,,
8668,Y7A35US,,,,,
8669,Y7B21UP,,,,,
8670,Y7C59LA,,,,,
8671,Y7C72AAR,,,,,
8672,Y8C75AV,,,,,
8673,Y8C76AV,,,,,
8674,Y8K55UA,,,,,
8675,Y9D90US,,,,,
8676,Y9H42US,,,,,
8677,Y9Q81LT,,,,,
8678,Y9R63UP,,,,,
8679,Z0H50EC,,,,,
8680,Z1G92US,,,,,
8681,Z1X50US,,,,,
8682,Z1X61US,,,,,
8683,Z1X74US,,,,,
8684,Z1Y63EC,,,,,
8685,Z1Y65EC,,,,,
8686,Z1Z99UT,,,,,
8687,Z2B86US,,,,,
8688,Z2D67US,,,,,
8689,Z2E23US,,,,,
8690,Z3N23UC,,,,,
8691,Z3P14UC,,,,,
8692,Z3S91US,,,,,
8693,Z3S94US,,,,,
8694,Z3T00UT,,,,,
8695,Z3V96US,,,,,
8696,Z3X73US,,,,,
8697,Z4N21UA,,,,,
8698,Z4N66UAR,,,,,
8699,Z4P06UAR,,,,,
8700,Z4P11UAR,,,,,
8701,Z4R56AV,,,,,
8702,Z4S24UP,,,,,
8703,Z4S25UP,,,,,
8704,Z4V52US,,,,,
8705,Z4Y47LA,,,,,
8706,Z4Z30UA,,,,,
8707,Z4Z36UA,,,,,
8708,Z5L78AA,,,,,
8709,Z5L83AA,,,,,
8710,Z5L88AA,,,,,
8711,Z5L90AA,,,,,
8712,Z5L93AA,,,,,
8713,Z5L96AA,,,,,
8714,Z5M03AA,,,,,
8715,Z5M05AA,,,,,
8716,Z5M13AA,,,,,
8717,Z5M16AA,,,,,
8718,Z5M17AA,,,,,
8719,Z5M38AA,,,,,
8720,Z5M39AA,,,,,
8721,Z5M42AA,,,,,
8722,Z5M44AA,,,,,
8723,Z5M45AA,,,,,
8724,Z5M46AA,,,,,
8725,Z5M51AA,,,,,
8726,Z5M52AA,,,,,
8727,Z5M58AA,,,,,
8728,Z5M59AA,,,,,
8729,Z5M62AA,,,,,
8730,Z5M64AA,,,,,
8731,Z5R20UP,,,,,
8732,Z5R75UP,,,,,
8733,Z5T61UP,,,,,
8734,Z5T92UP,,,,,
8735,Z5Y76UP,,,,,
8736,1MF67UA,,,,,
8737,1MJ61US,,,,,
8738,1MJ64US,,,,,
8739,1MJ65US,,,,,
8740,1MK27US,,,,,
8741,1ML67US,,,,,
8742,1ML74UP,,,,,
8743,1ML83UP,,,,,
8744,1MM29US,,,,,
8745,1MN80US,,,,,
8746,1MN81US,,,,,
8747,1MN85US,,,,,
8748,1MP15US,,,,,
8749,1MP17US,,,,,
8750,1MP56UP,,,,,
8751,1MP65US,,,,,
8752,1MP88US,,,,,
8753,1MP93US,,,,,
8754,1MQ44UT,,,,,
8755,1MQ46UT,,,,,
8756,1MQ91US,,,,,
8757,1MT18US,,,,,
8758,1MU46US,,,,,
8759,1MU58US,,,,,
8760,1MY26EC,,,,,
8761,1MY32EC,,,,,
8762,1ND23ES,,,,,
8763,1NK26UC,,,,,
8764,1NK27UC,,,,,
8765,1NK29UC,,,,,
8766,1NK53US,,,,,
8767,1NM32UT,,,,,
8768,1NP45UP,,,,,
8769,1NP75US,,,,,
8770,1NT72UA,,,,,
8771,1NT88UA,,,,,
8772,1NT89UA,,,,,
8773,1NT90UA,,,,,
8774,1NU55PA,,,,,
8775,1NV82UP,,,,,
8776,1NW41UP,,,,,
8777,1NW44UT,,,,,
8778,1PE67LA,,,,,
8779,1PF33US,,,,,
8780,1PL49PA,,,,,
8781,1PM83PA,,,,,
8782,1PN75US,,,,,
8783,1PP64US,,,,,
8784,1PQ02US,,,,,
8785,1PQ09US,,,,,
8786,1PQ38UP,,,,,
8787,1PQ48UP,,,,,
8788,1PQ98US,,,,,
8789,1PS18US,,,,,
8790,1PS24US,,,,,
8791,1PS32US,,,,,
8792,1PT92US,,,,,
8793,1PU00US,,,,,
8794,1PU03US,,,,,
8795,1PW03US,,,,,
8796,1PW58US,,,,,
8797,1QA32US,,,,,
8798,1QA43US,,,,,
8799,1QB16US,,,,,
8800,1QB46US,,,,,
8801,1QC97US,,,,,
8802,1QC99US,,,,,
8803,1QD02US,,,,,
8804,1QD31UP,,,,,
8805,1QD36US,,,,,
8806,1QD57US,,,,,
8807,1QE87US,,,,,
8808,1QE91US,,,,,
8809,1QE99UP,,,,,
8810,1QF27US,,,,,
8811,1QF73UP,,,,,
8812,1QG62UP,,,,,
8813,1QG64UP,,,,,
8814,1QJ90US,,,,,
8815,1QT12US,,,,,
8816,1QT38US,,,,,
8817,1QT63US,,,,,
8818,1QV08US,,,,,
8819,1QV25US,,,,,
8820,1QV31US,,,,,
8821,1RA62US,,,,,
8822,1RA71UP,,,,,
8823,1RF62UC,,,,,
8824,1RF63UC,,,,,
8825,1RG43UC,,,,,
8826,1RM18US,,,,,
8827,1RM96US,,,,,
8828,1RY37PT,,,,,
8829,1RY90US,,,,,
8830,1TH91US,,,,,
8831,1TH95US,,,,,
8832,1TJ18US,,,,,
8833,1TS39US,,,,,
8834,1TW81US,,,,,
8835,1TW87US,,,,,
8836,1TX10US,,,,,
8837,1TX11US,,,,,
8838,1TY42PA,1TY42PA,1TY42PA,610,NORM,Z001
8839,1TZ27US,,,,,
8840,1TZ36US,,,,,
8841,1UA01US,,,,,
8842,1UB11US,,,,,
8843,1UB12US,,,,,
8844,1UB14US,,,,,
8845,1UB19US,,,,,
8846,1UB34US,,,,,
8847,1UB87US,,,,,
8848,1UC27US,,,,,
8849,1UC98US,,,,,
8850,1UE35US,,,,,
8851,1UF70UP,,,,,
8852,1UG05US,,,,,
8853,1UP18US,,,,,
8854,1VB86US,,,,,
8855,1VD62US,,,,,
8856,1VQ48US,,,,,
8857,1VR39UC,,,,,
8858,1VX19US,,,,,
8859,1VY52US,,,,,
8860,1VY69US,,,,,
8861,1WC85US,,,,,
8862,K9Q66AV,,,,,
8863,1BJ34US,,,,,
8864,1FP21UC,,,,,
8865,T6E69UA,,,,,
8866,Z5M66AA,,,,,
8867,2KU90US,,,,,
8868,1LA53US,,,,,
8869,W5M73UC,,,,,
8870,1JV89UP,,,,,
8871,1ER10PC,,,,,
8872,2ED84EP,,,,,
8873,Z8J53US,,,,,
8874,1LN87UC,,,,,
8875,1NM07LT,,,,,
8876,P7Z47A,,,,,
8877,X6A90AA,,,,,
8878,1BJ80UP,,,,,
8879,Z1X83US,,,,,
8880,1PQ45UP,,,,,
8881,Z5T74UP,,,,,
8882,1HL19US,,,,,
8883,1GX64LA,,,,,
8884,2DE91UP,,,,,
8885,Y3S17UC,,,,,
8886,2KU72US,,,,,
8887,1LU17AW,,,,,
8888,Y2M99UP,,,,,
8889,1ZW02LA,,,,,
8890,2FH17UP,,,,,
8891,Y2S17UP,,,,,
8892,1JD35UT,,,,,
8893,J8A12A,,,,,
8894,2EU12US,,,,,
8895,1KC52LA,,,,,
8896,1VE08EC,,,,,
8897,2HU66US,,,,,
8898,1JF74UT,,,,,
8899,X6A64AA,,,,,
8900,2EW82UP,,,,,
8901,1MP62US,,,,,
8902,Y1W80US,,,,,
8903,1NL42UT,,,,,
8904,V9G07EP,,,,,
8905,2DJ27US,,,,,
8906,1KL68AW,,,,,
8907,Y8C79AV,,,,,
8908,1VK32UA,,,,,
8909,V0H05LA,,,,,
8910,N3D54EC,,,,,
8911,W2N51UAR,,,,,
8912,X3D85PC,,,,,
8913,1VK08UP,,,,,
8914,1FQ31UC,,,,,
8915,1KS10EC,,,,,
8916,Y9F48US,,,,,
8917,1LP38UC,,,,,
8918,V2X79AV,,,,,
8919,1NT92UA,,,,,
8920,1WL14US,,,,,
8921,2HC79US,,,,,
8922,1BM85US,,,,,
8923,1NP78UP,,,,,
8924,Z3Z93A,,,,,
8925,1DT66AW,,,,,
8926,P7K52UC,,,,,
8927,1LG46UC,,,,,
8928,1DG90PA,,,,,
8929,X0A47US,,,,,
8930,Z4Z21UAR,,,,,
8931,Y5W06AW,,,,,
8932,2CF02UA,,,,,
8933,1WC78US,,,,,
8934,1KT32UA,,,,,
8935,1LC18US,,,,,
8936,W0F83US,,,,,
8937,X5M73EP,,,,,
8938,Z6N68US,,,,,
8939,2DV72UA,,,,,
8940,Z8R86US,,,,,
8941,1RL72US,,,,,
8942,W2N35UAR,,,,,
8943,2HS22LT,,,,,
8944,L8W47UC,,,,,
8945,V8X13UP,,,,,
8946,1UL25UP,,,,,
8947,2HD23UP,,,,,
8948,1VS03UC,,,,,
8949,X6A35AA,,,,,
8950,W4W55AW,,,,,
8951,1HX05UC,,,,,
8952,1KG90US,,,,,
8953,Z9U63US,,,,,
8954,1GR50LA,,,,,
8955,2GA55US,,,,,
8956,P7Z48A,,,,,
8957,G8W44AV,,,,,
8958,Z5M67AA,,,,,
8959,2CF37UT,,,,,
8960,Z6P80US,,,,,
8961,1XF45US,,,,,
8962,2DR45US,,,,,
8963,1BC40US,,,,,
8964,Y4E77AV,,,,,
8965,Z4A37A6,,,,,
8966,1MK26US,,,,,
8967,1LD07UA,,,,,
8968,Z9P06UP,,,,,
8969,X2B03UP,,,,,
8970,1VK71UA,,,,,
8971,Z3V60US,,,,,
8972,1GR75LA,,,,,
8973,1NU41PA,,,,,
8974,1FR32UC,,,,,
8975,X3Q80US,,,,,
8976,1RG75UC,,,,,
8977,Y2Q76UP,,,,,
8978,1ZY19EP,,,,,
8979,1QU77UP,,,,,
8980,2FG76US,,,,,
8981,1LC71US,,,,,
8982,1LA32US,,,,,
8983,1PJ09UC,,,,,
8984,1QU30US,,,,,
8985,1JD33UT,,,,,
8986,Y5X48UA,,,,,
8987,Z2L03UA,,,,,
8988,1LP33UC,,,,,
8989,2FY05UP,,,,,
8990,1MU74UP,,,,,
8991,1JF72UT,,,,,
8992,X7R82EC,,,,,
8993,X3C69PA,,,,,
8994,M2S77PT,,,,,
8995,P3B17PA,,,,,
8996,V2V00LT,,,,,
8997,P5V57UT,,,,,
8998,V2D82PA,,,,,
8999,T5K34PA,,,,,
9000,X7R83EC,,,,,
9001,X3S23LA,,,,,
9002,V2D16PA,,,,,
9003,P3D08PA,,,,,
9004,V1H34LT,,,,,
9005,Z1E04PA,,,,,
9006,L2738A,,,,,
9007,1AQ87PA,1AQ87PA-BUY10,1AQ87PA-BUY10,650,NORM,Z001
9008,X3F50UC,,,,,
9009,V6H20EC,,,,,
9010,Z5G35PA,,,,,
9011,V2T87UP,,,,,
9012,V6C35EP,,,,,
9013,W3G73UP,,,,,
9014,P7F63PA,,,,,
9015,X0T61PA,,,,,
9016,T0X75PA,,,,,
9017,Z1Z48PA,Z1Z48PA-HEADSET,Z1Z48PA-HEADSET,650,NORM,Z001
9018,Z1Z48PA,Z1Z48PA-HPE,Z1Z48PA,650,NORM,Z001
9019,Z1Z48PA,Z1Z48PA-MSOFFICE,Z1Z48PA-MSOFFICE,650,NORM,Z001
9020,Z1Z48PA,Z1Z48PA-OC20,Z1Z48PA-OC20,650,NORM,Z001
9021,Z1Z48PA,Z1Z48PA-PRINTERD,Z1Z48PA-PRINTERD,650,NORM,Z001
9022,Z1Z48PA,Z1Z48PA-PRINTERM,Z1Z48PA-PRINTERM,650,NORM,Z001
9023,W8D76UP,,,,,
9024,W8E07UP,,,,,
9025,V8N63PT,,,,,
9026,L4A23UT,,,,,
9027,X1B92EC,,,,,
9028,T6C25AW,,,,,
9029,X7Z20EP,,,,,
9030,J4F45UP,,,,,
9031,Z3R15EP,,,,,
9032,W9D89UP,,,,,
9033,Y0P20AA,,,,,
9034,T8V33PA,,,,,
9035,W7T50EC,,,,,
9036,L8Q52EC,,,,,
9037,T3Z14PT,,,,,
9038,N4A57UP,,,,,
9039,V8R11PA,,,,,
9040,2KU40US,,,,,
9041,2FU59UC,,,,,
9042,Z5N57AA,,,,,
9043,1NY60US,,,,,
9044,1ZR25LA,,,,,
9045,1GX79LA,,,,,
9046,2MU36US,,,,,
9047,2NM21US,,,,,
9048,2JV65UP,,,,,
9049,2GZ54US,,,,,
9050,2NW72US,,,,,
9051,1UG52UA,,,,,
9052,2FJ83UP,,,,,
9053,2HS06UC,,,,,
9054,X6A84AA,,,,,
9055,Z5N44AA,,,,,
9056,1XJ58UC,,,,,
9057,2CG13US,,,,,
9058,2DM77US,,,,,
9059,2MB87US,,,,,
9060,2MC60US,,,,,
9061,1UH04UA,,,,,
9062,2DT55US,,,,,
9063,2FU49UC,,,,,
9064,2JB09US,,,,,
9065,2GW15US,,,,,
9066,1KV35UA,,,,,
9067,2DL12UP,,,,,
9068,Z5M93AA,,,,,
9069,1PQ36UP,,,,,
9070,1MQ18UP,,,,,
9071,2HC66US,,,,,
9072,2DF24UP,,,,,
9073,2DS89UA,,,,,
9074,1NY78UP,,,,,
9075,2MY02US,,,,,
9076,1KU33UA,,,,,
9077,Z5N07AA,,,,,
9078,Z5N71AA,,,,,
9079,2KS85US,,,,,
9080,2DT90UP,,,,,
9081,X5N91AV,,,,,
9082,2KZ48UC,,,,,
9083,2EJ92UC,,,,,
9084,2GU08EP,,,,,
9085,1FQ75UC,,,,,
9086,1DA18UP,,,,,
9087,2DX49US,,,,,
9088,2HV69UP,,,,,
9089,1VE24EC,,,,,
9090,X6A25AA,,,,,
9091,1UF51UP,,,,,
9092,1PP81UC,,,,,
9093,2EK06UC,,,,,
9094,2JA54US,,,,,
9095,2KS69US,,,,,
9096,2KZ65UC,,,,,
9097,X1E81UP,,,,,
9098,1QU54US,,,,,
9099,1FW45PT,,,,,
9100,1LD30US,,,,,
9101,Z5M88AA,,,,,
9102,2EB19US,,,,,
9103,1LC33UP,,,,,
9104,2HC86US,,,,,
9105,Z8X63AV,,,,,
9106,2CH52UP,,,,,
9107,1KT76UA,,,,,
9108,X6A99AA,,,,,
9109,Z2E15UA,,,,,
9110,2JA73US,,,,,
9111,1KT39UA,,,,,
9112,1XP29US,,,,,
9113,2NT53US,,,,,
9114,2GT46US,,,,,
9115,1NL40UT,,,,,
9116,1GQ96LA,,,,,
9117,1UG65UA,,,,,
9118,1ZE02UP,,,,,
9119,2BD91PA,,,,,
9120,1GQ92LA,,,,,
9121,2EK27UC,,,,,
9122,Z8Z15A,,,,,
9123,Y6D75US,,,,,
9124,2CG14US,,,,,
9125,M1P01AA,,,,,
9126,1ZJ05UP,,,,,
9127,1MV03LT,,,,,
9128,2CG78US,,,,,
9129,X7P77UC,,,,,
9130,1MV34US,,,,,
9131,2FU03US,,,,,
9132,W8W67US,,,,,
9133,2DQ34UP,,,,,
9134,1WP52UA,,,,,
9135,Z5L95AA,,,,,
9136,1UG39UA,,,,,
9137,1GE68U8,,,,,
9138,2HJ04US,,,,,
9139,J7Z99A,J7Z99A,J7Z99A,650,NORM,Z001
9140,X1F27UP,,,,,
9141,1VK79UA,,,,,
9142,1KV46UA,,,,,
9143,1JF73UT,,,,,
9144,Z8V91UC,,,,,
9145,2KE12US,,,,,
9146,1CP07PA,1CP07PA,1CP07PA,650,NORM,Z001
9147,1NZ50UP,,,,,
9148,2DZ14US,,,,,
9149,2FR31US,,,,,
9150,1DG81PA,,,,,
9151,1UN71US,,,,,
9152,1UG21UA,,,,,
9153,1MF97PA,,,,,
9154,1GX74LA,,,,,
9155,Z4Z35UAR,,,,,
9156,Y7B93AV,,,,,
9157,Z8T42AW,,,,,
9158,1XJ43UC,,,,,
9159,X4C18AV,,,,,
9160,2AP79UP,,,,,
9161,X6A17AA,,,,,
9162,2FT65UP,,,,,
9163,V9G08EP,,,,,
9164,Z8Z12A,,,,,
9165,1KV51UA,,,,,
9166,1NT82UA,,,,,
9167,Z9G32AW,,,,,
9168,1RG56UC,,,,,
9169,1GR29LA,,,,,
9170,1GX70LA,,,,,
9171,2FT39UP,,,,,
9172,J8J65A,,,,,
9173,X4C22AV,,,,,
9174,2DQ51US,,,,,
9175,1VK81UA,,,,,
9176,1XK20US,,,,,
9177,Z5M01AA,,,,,
9178,1PN47US,,,,,
9179,1HZ17US,,,,,
9180,1ZQ10UP,,,,,
9181,1LQ38LA,,,,,
9182,1PJ11LT,,,,,
9183,1VK58UA,,,,,
9184,1KV36UA,,,,,
9185,1GR03LA,,,,,
9186,Z8Z08A,,,,,
9187,Z8Z20A,,,,,
9188,1KU31UA,,,,,
9189,1GR68LA,,,,,
9190,1KV09UA,,,,,
9191,2FJ33UC,,,,,
9192,1GY02LA,,,,,
9193,1JH14UA,,,,,
9194,1KV08UA,,,,,
9195,1GY03LA,,,,,
9196,X6A44AA,,,,,
9197,2PD54US,,,,,
9198,2RC59US,,,,,
9199,GOCCDN42,,,,,
9200,X1V72UP,,,,,
9201,2SN60US,,,,,
9202,2NS07US,,,,,
9203,2EK68UC,,,,,
9204,X8J05US,,,,,
9205,2MM63UP,,,,,
9206,2PB73US,,,,,
9207,2QX65UP,,,,,
9208,2DM99US,,,,,
9209,2GP31LT,,,,,
9210,2RD13UP,,,,,
9211,T4N44LA,,,,,
9212,2MY31UP,,,,,
9213,2NT99UP,,,,,
9214,2LY07US,,,,,
9215,1QL60UA,,,,,
9216,Z8Z03A,,,,,
9217,2LQ67US,,,,,
9218,2FW42UC,,,,,
9219,Z5N43AA,,,,,
9220,2RU84US,,,,,
9221,2MZ17UP,,,,,
9222,2NF51US,,,,,
9223,2NE48US,,,,,
9224,2MX68UP,,,,,
9225,2KT70US,,,,,
9226,2GC38US,,,,,
9227,2SD98US,,,,,
9228,2PB78US,,,,,
9229,X4H59EC,,,,,
9230,2EK12UC,,,,,
9231,2NV52US,,,,,
9232,W5Y54UT,,,,,
9233,2JF81US,,,,,
9234,2DS04US,,,,,
9235,2JF78US,,,,,
9236,2PE69US,,,,,
9237,2NF35EP,,,,,
9238,2MM35US,,,,,
9239,2MW33UA,,,,,
9240,1FU94US,,,,,
9241,2NS63US,,,,,
9242,2MU94US,,,,,
9243,Y5W39AAR,,,,,
9244,Z2E14UT,,,,,
9245,Y2A49US,,,,,
9246,1HZ13US,,,,,
9247,Z8Q29UP,,,,,
9248,1PJ88U8,,,,,
9249,X4X16AA,X4X16AA,X4X16AA,610,NORM,Z001
9250,X4X16AA,X4X16AA,X4X16AA,650,NORM,Z001
9251,2FD81US,,,,,
9252,Z8V93UC,,,,,
9253,1EE70EA,,,,,
9254,2GX76UT,,,,,
9255,1QV97US,,,,,
9256,1BC69UP,,,,,
9257,2AP80UP,,,,,
9258,X6A68AA,,,,,
9259,Z2K85UA,,,,,
9260,W4W12UP,,,,,
9261,X1F36UC,,,,,
9262,1BZ18LT,,,,,
9263,2FY06UP,,,,,
9264,X6G37AAR,,,,,
9265,Z9M56AW,Z9M56AW,Z9M56AW,610,NORM,Z001
9266,2EU27PA,,,,,
9267,1LP60LC,,,,,
9268,1FV01US,,,,,
9269,2ET87UP,,,,,
9270,1VK78UA,,,,,
9271,1DG93PA,,,,,
9272,W3P23US,,,,,
9273,W2R46UC,,,,,
9274,W9X91US,,,,,
9275,2DK73US,,,,,
9276,V6C91UC,,,,,
9277,2CE04US,,,,,
9278,1GR76LA,,,,,
9279,X0C57US,,,,,
9280,1UF42LP,,,,,
9281,1FU43AW,,,,,
9282,V9G74EP,,,,,
9283,1DG92PA,,,,,
9284,M0P33A,,,,,
9285,2EM96US,,,,,
9286,Y7A19UP,,,,,
9287,1JX47US,,,,,
9288,X0D56US,,,,,
9289,1KT68UA,,,,,
9290,V1H15UA,,,,,
9291,1KZ20AW,,,,,
9292,1VL27US,,,,,
9293,J9V82C,,,,,
9294,W4C81US,,,,,
9295,T4U80UP,,,,,
9296,1AG08EC,,,,,
9297,Y6J31A8,,,,,
9298,Z7Y57AA,Z7Y57AA,Z7Y57AA,650,NORM,Z001
9299,Y3R47UC,,,,,
9300,1DT72AW,,,,,
9301,W3U89UP,,,,,
9302,1LU25AW,,,,,
9303,1JX11US,,,,,
